smoothness,grad_norm
17824.342,372.62057
440.8607,20.064949
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40922.9,2.4667473
1701.2264,59.368523
123.36964,7.6619034
101.68813,6.821544
98.44176,4.514609
104.63348,7.828171
127.48185,5.430794
211.32855,18.396362
2466.5852,15.902964
15002.056,418.9149
6781.023,194.6989
238.78775,8.572418
614.2837,22.904829
125.629265,8.171265
80.20551,8.028546
162.76175,8.842854
129.1319,11.146038
5482.391,13.421792
0.0,0.0
176.62605,0.0
7083.9946,188.03328
9066.184,21.724623
5648.654,0.0
4686.5283,46.774044
5704.88,105.21004
256.97076,12.433888
718.4645,14.888473
28368.889,455.15262
196.77174,11.133436
148.94972,6.394993
741.3766,24.431683
359.56927,11.042214
1350.4673,26.443033
10016.5,100.696304
3336.5728,162.8582
6954.8413,61.657158
891.557,22.248276
164.8783,0.0
7514.1343,84.41252
708.4326,19.92883
14.707595,0.0
4584.7676,147.54094
0.0,0.0
0.0,0.0
2040.7012,67.85082
0.0,0.0
587.13617,17.24606
0.0,0.0
0.0,0.0
4645.4243,162.45924
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
317.29874,0.0
9547.816,143.37717
12585.903,26.728462
1294.8383,126.71135
1514.9539,19.540293
2892.0,163.4634
10384.482,130.52351
1600.4452,36.175533
3424.2527,28.493992
5359.8315,0.0
292.90637,16.15537
58.569775,4.9486794
63.335407,3.6065443
149.76274,9.339807
88.96603,6.4827967
63.00766,5.2342873
115.48292,5.003054
347.1819,17.6131
93.05438,5.0209117
398.53357,8.224281
72719.35,404.2997
4583.3984,53.94956
2235.4497,0.0
12691.942,159.59163
69.67809,1.0271221
146.64232,0.0
5927.4688,166.27809
90.911095,7.134183
188.3327,7.225094
1090.4626,29.827793
196.89565,13.266098
472.7868,11.872261
1457.2014,41.37717
251.12192,13.35181
481.01874,20.56776
132.11037,7.1242995
163.51512,10.618082
137.9799,9.085279
208.20216,7.644189
482.1429,14.039766
7675.5645,25.203014
9019.091,145.57959
161.81218,1.9433565
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5694.7266,0.0
7973.307,152.03412
223.08069,12.923897
191.26106,9.939754
94.52801,6.512562
139.45732,8.173524
129.69133,9.139572
89.375435,7.57212
224.05719,7.928469
686.3243,28.392221
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3834.5647,0.5084433
1149.3395,13.871288
29801.006,197.90334
4477.6436,179.82999
40.46537,6.9656777
86.58456,7.078566
49.59104,3.8541327
102.331696,6.262017
111.10125,7.9928718
43.889183,4.6098256
56.617218,4.1216626
48.6063,6.598665
115.66232,6.563424
98.84609,8.919222
156.88597,8.195599
276.2835,12.088656
82.7931,7.721742
123.9831,8.186379
224.86296,8.814867
543.1815,16.441652
14725.808,91.82356
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4329.6846,78.07338
7554.8135,0.0
342.10004,25.518654
3124.569,24.801924
11964.183,178.0036
8688.681,35.433216
24029.24,153.37874
9011.247,240.88396
4441.7104,0.0
897.72253,30.136595
909.573,23.362585
4936.492,17.065674
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7709.826,0.0
15615.126,244.76785
703.0264,11.981364
7471.7427,221.61041
513.98346,0.0
3742.6685,66.22208
6781.943,88.51496
0.0,0.0
7021.76,97.29579
2601.1272,0.0
2706.2,117.430855
6937.6846,71.227425
0.0,0.0
15498.703,0.0
16611.537,303.60785
0.0,0.0
0.0,0.0
4.5368524,0.08928038
0.0,0.0
0.0,0.0
