smoothness,grad_norm
9620.932,346.19717
299.73227,14.187574
1182.1464,7.2717104
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3858.041,0.0
461.62628,10.301936
51539.586,756.79486
619.8489,23.936749
104.141846,8.017141
192.64749,6.1625195
1770.4703,164.79039
9582.961,299.53006
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10.799694,0.14299747
430.75406,0.0
600.55707,30.493773
52.2076,4.630679
65.982895,5.8836446
66.325554,3.680696
121.04447,9.3131485
101.586105,7.808425
47.49019,3.8370686
129.5953,5.3305883
3348.3223,29.933733
7794.4756,180.94948
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
448.59985,6.2264085
994.395,20.734735
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
497.96774,0.0
1927.056,70.90473
94.87233,6.108853
66.23288,8.413155
152.59727,7.645795
1385.4548,13.215663
2306.642,81.033714
0.0,0.0
0.0,0.0
1432.8542,24.735977
0.0,0.0
11103.685,336.28854
108.7786,7.9498715
131.88448,5.6463857
8873.002,25.987288
7683.8228,116.06153
14143.793,0.0
322.54172,15.990082
103.53551,9.282244
25.074545,2.6533976
51.665882,3.3949587
5437.286,13.892114
0.0,0.0
814.8203,0.0
10442.279,293.47107
137.16698,9.063017
108.10727,5.0872917
935.607,27.834307
130.0065,10.133261
393.20523,11.085547
14065.146,51.784924
27389.598,596.05865
0.0,0.0
419.8265,5.2272005
109.90112,0.0
3944.2632,69.24275
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5427.344,54.448116
85.761345,0.6544754
38.965176,0.9268509
0.0,0.0
0.0,0.0
85.69728,0.0
12347.403,38.142956
455.97076,35.820957
55.13816,5.3708396
47.49794,3.5318916
323.8424,8.647621
18916.48,435.77423
0.0,0.0
20642.406,332.88544
9927.267,21.270678
495.06943,2.7650936
175.07957,7.595542
382.67322,17.62222
0.0,0.0
1769.0657,0.0
10530.462,158.04648
8491.96,16.043959
350.54468,0.0
85.52067,5.813464
88.16056,8.17169
152.56282,7.6788507
269.967,13.260919
299.8199,8.009706
16851.318,176.7874
1126.2982,0.0
139.95042,10.111705
172.03914,7.861183
402.5995,16.630148
180.75888,10.993749
82.954475,5.5355186
130.5649,7.664958
616.0902,9.790314
32528.318,0.0
3269.064,65.28474
248.05136,14.718211
606.6131,12.916965
11781.709,312.78293
55.626907,8.349244
135.93102,8.475272
552.0778,10.821515
12642.062,325.9421
0.0,0.0
238.24678,0.0
538.88403,20.960266
92.91361,8.202173
83.38103,7.1146345
114.400826,5.8677135
198.36368,14.025582
68.016655,4.038091
588.8402,20.14437
1709.333,10.5755825
1273.8667,0.0
32401.209,124.03083
37304.176,72.865875
22892.498,371.31226
4635.3027,104.54841
0.0,0.0
99192.21,638.90686
14054.207,0.0
936.65607,29.134981
257.8885,10.316586
296.40973,17.244856
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
24607.871,520.36383
515.7586,12.359663
1871.4563,52.427822
235.9323,10.069741
329.4731,16.017424
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2518.2695,44.03997
986.38055,30.093088
769.8779,10.340465
0.0,0.0
0.0,0.0
0.0,0.0
26824.46,22.054695
2746.036,69.90361
214.1559,10.504883
191.23381,13.399475
8598.1,15.050016
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2180.075,0.0
27082.338,416.08188
4004.5688,84.89799
498.60706,11.974731
1550.3647,49.01891
