clip0.25_loss_lr0.75.csv
2.304399013519287
2.304287910461426
2.304095983505249
2.3040335178375244
2.304145574569702
2.3039703369140625
2.304140090942383
2.303893804550171
2.303954601287842
2.3041470050811768
2.303938150405884
2.3040409088134766
2.304189682006836
2.303844451904297
2.3040943145751953
2.3039772510528564
2.304155111312866
2.3039746284484863
2.304204225540161
2.304063320159912
2.303990364074707
2.304039478302002
2.3039803504943848
2.3040452003479004
2.3041059970855713
2.3040952682495117
2.3040614128112793
2.3042683601379395
2.30393385887146
2.3040525913238525
2.303946018218994
2.3040356636047363
2.30405592918396
2.3039839267730713
2.3041903972625732
2.3036510944366455
2.304187536239624
2.3041462898254395
2.3040435314178467
2.3039233684539795
2.3040788173675537
2.303995132446289
2.304044485092163
2.304121255874634
2.304182291030884
2.3041834831237793
2.3040852546691895
2.3038933277130127
2.3039963245391846
2.304187059402466
2.304145336151123
2.3041598796844482
2.3042101860046387
2.30405855178833
2.304018020629883
2.3041114807128906
2.3039493560791016
2.3039231300354004
2.303778648376465
2.3040783405303955
2.303858757019043
2.3040902614593506
2.304232597351074
2.3040072917938232
