clipNone_loss_lr1.csv
2.3052117824554443
2.3042995929718018
2.3045732975006104
2.3044071197509766
2.3046374320983887
2.3045384883880615
2.3044633865356445
2.3045787811279297
2.3045907020568848
2.304633617401123
2.304446220397949
2.3045570850372314
2.304414749145508
2.3042824268341064
2.3045475482940674
2.3048417568206787
