clip0.25_loss_lr1.csv
2.3339614868164062
2.3044331073760986
2.3044841289520264
2.3045897483825684
2.3043220043182373
2.304457426071167
2.3044841289520264
2.304492473602295
2.3044686317443848
2.304548501968384
2.3045921325683594
2.3042845726013184
2.3045942783355713
2.3046045303344727
2.3046131134033203
2.3044469356536865
