clipNone_loss_lr0.75.csv
2.3073763847351074
2.304044723510742
2.304051399230957
2.3039708137512207
2.3039939403533936
2.303948163986206
2.3040573596954346
2.3040528297424316
2.304018020629883
2.304203510284424
2.303864002227783
2.3039913177490234
2.3040285110473633
2.30412220954895
2.3042449951171875
2.3041486740112305
