smoothness,grad_norm
4.777754,0.2984466
4.677059,0.17200774
6.861359,0.16535357
5.3069353,0.12447318
7.5441036,0.11888619
7.6431904,0.109123915
6.167022,0.08051239
8.733848,0.10112613
8.576266,0.06557711
4.7948995,0.06594168
6.2526326,0.06766962
7.8037076,0.06495052
7.7038345,0.059355713
4.9273367,0.061600592
6.239529,0.048909437
5.9590406,0.058103796
7.1776376,0.060106415
6.835804,0.04663055
6.7044015,0.05591579
5.996794,0.045625065
6.202123,0.047667652
7.969208,0.05461998
7.531682,0.05953771
7.249582,0.047413073
6.421855,0.044441395
6.778151,0.06540499
9.991343,0.051788606
5.781285,0.051256523
6.2673116,0.043356203
6.5689282,0.046011698
7.1665854,0.051462334
6.554175,0.053736784
8.236733,0.05736722
8.137399,0.049983986
8.323606,0.046752237
5.9860306,0.044506736
8.631993,0.057194762
4.5295806,0.04717458
4.5925136,0.049975663
6.5948496,0.047994554
5.4949427,0.045996618
6.719908,0.05265604
6.8556333,0.046890948
6.008672,0.060137685
8.859556,0.05180308
6.393334,0.05539559
6.2928696,0.055145964
5.965289,0.05176699
7.151696,0.07335118
6.3625975,0.060585447
7.324659,0.057141215
6.5116954,0.05427249
6.998423,0.055018347
5.0392303,0.06470068
6.019384,0.05992559
7.2789493,0.06161437
5.6270223,0.07421036
8.114644,0.07518799
6.7238817,0.07662776
5.9367404,0.062281474
6.617427,0.075029746
4.661236,0.07372294
7.499133,0.0851358
7.7410803,0.07506878
5.314863,0.07057566
5.904986,0.059265833
6.500257,0.066833735
5.294121,0.06572172
7.0225606,0.08655287
6.884539,0.090524934
6.169642,0.07523474
8.750563,0.07068893
10.412219,0.1422053
8.442996,0.109849975
6.65547,0.08169238
7.585653,0.08493005
7.7128744,0.0935049
7.1460857,0.087079555
9.308079,0.0803055
5.930232,0.117542006
6.2059245,0.12690704
10.102915,0.10000235
6.6589456,0.091621555
10.880614,0.1670298
9.5338335,0.16037473
7.104102,0.11087463
10.685089,0.118678614
6.2496085,0.15353797
12.332887,0.21487969
11.620971,0.12056118
16.655834,0.2854613
7.727347,0.20735611
10.807866,0.14644341
7.4052396,0.19963065
10.237291,0.17637105
13.0864525,0.21918264
8.698181,0.14463192
7.1872883,0.24189779
